"column_number","column_name","column_label","column_class","has_missing","unique_values"
2038,"bti_cdi","Commitment to Democratic Institutions","numeric",TRUE,11
2039,"bti_ci","Conflict Intensity","numeric",TRUE,11
2040,"bti_cps","Monetary and fiscal stability","numeric",TRUE,20
2041,"bti_cr","Civil Rights","numeric",TRUE,11
2042,"bti_csp","Civil Society Participation","numeric",TRUE,11
2043,"bti_cst","Civil Society Traditions","numeric",TRUE,11
2044,"bti_ds","Democracy Status","numeric",TRUE,414
2045,"bti_eo","Equal Opportunity","numeric",TRUE,11
2046,"bti_eos","Economic Output Strength","numeric",TRUE,11
2047,"bti_ep","Economic Performance","numeric",TRUE,11
2048,"bti_epg","Effective Power to Govern","numeric",TRUE,11
2049,"bti_ffe","Free and Fair Elections","numeric",TRUE,11
2050,"bti_foe","Freedom of Expression","numeric",TRUE,11
2051,"bti_gi","Governance Index","numeric",TRUE,1073
2052,"bti_gp","Governance Performance","numeric",TRUE,669
2053,"bti_ic","International Cooperation","numeric",TRUE,47
2054,"bti_ig","Interest Groups","numeric",TRUE,11
2055,"bti_ij","Independent Judiciary","numeric",TRUE,11
2056,"bti_lod","Level of Difficulty","numeric",TRUE,353
2057,"bti_mes","Economy Status","numeric",TRUE,331
2058,"bti_mo","Organization of the Market and Competition","numeric",TRUE,38
2059,"bti_muf","Monopoly on the Use of Force","numeric",TRUE,11
2060,"bti_nird","No Interference of Religious Dogmas","numeric",TRUE,11
2061,"bti_pdi","Performance of Democratic Institutions","numeric",TRUE,11
2062,"bti_poa","Prosecution of Office Abuse","numeric",TRUE,11
2063,"bti_pp","Political Participation","numeric",TRUE,38
2064,"bti_prp","Private Property","numeric",TRUE,20
2065,"bti_ps","Party System","numeric",TRUE,11
2066,"bti_psi","Political and Social Integration","numeric",TRUE,52
2067,"bti_rol","Rule of Law","numeric",TRUE,38
2068,"bti_sc","Social Capital","numeric",TRUE,10
2069,"bti_sdi","Stability of Democratic Institutions","numeric",TRUE,19
2070,"bti_seb","Socio-Economic Barriers","numeric",TRUE,11
2071,"bti_sel","Socio-Economic Level","numeric",TRUE,11
2072,"bti_si","State Identity","numeric",TRUE,10
2073,"bti_sop","Separation of Powers","numeric",TRUE,11
2074,"bti_ssn","Social Safety Nets","numeric",TRUE,11
2075,"bti_st","Stateness","numeric",TRUE,35
2076,"bti_su","Sustainability","numeric",TRUE,19
2077,"bti_wr","Welfare Regime","numeric",TRUE,19
2078,"cai_cai1","Comparative Abortion Index 1 (0 to 7)","numeric",TRUE,9
2079,"cai_cai2","Comparative Abortion Index 2 (0 to 1)","numeric",TRUE,68
2080,"cai_foetal","Foetal impairment is accepted as grounds for legal abortion","numeric",TRUE,3
2081,"cai_life","Threat to mother's life is accepted as grounds for legal abortion","numeric",TRUE,3
2082,"cai_mental","Threat to mother's mental health is accepted as grounds for legal abortion","numeric",TRUE,3
2083,"cai_physical","Threat to mother's physical health is accepted as grounds for legal abortion","numeric",TRUE,3
2084,"cai_rape","Pregnancy as result of rape or incest is accepted as grounds for legal abortion","numeric",TRUE,3
2085,"cai_request","Abortion is available on request","numeric",TRUE,3
2086,"cai_social","Social or economic reasons are accepted as grounds for legal abortion","numeric",TRUE,3
2087,"cam_contest","Contestation (standardized version)","numeric",TRUE,6834
2088,"cam_inclusive","Inclusiveness (standardized version)","numeric",TRUE,6832
2089,"cbi_cbiu","Central Bank Independence unweighted index","numeric",TRUE,364
2090,"cbi_cbiw","Central Bank Independence weighted index","numeric",TRUE,366
2091,"cbi_cceo","Component 1: Chief executive officer","numeric",TRUE,51
2092,"cbi_cll","Component 4: Limitations on lending to the government","numeric",TRUE,256
2093,"cbi_cobj","Component 2: Objectives","numeric",TRUE,8
2094,"cbi_cpol","Component 3: Policy formulation","numeric",TRUE,50
2095,"cbi_create","Year of law creating the central bank","numeric",TRUE,3
2096,"cbi_dec","Year of a reform that decreased central bank independence","numeric",TRUE,3
2097,"cbi_dir","Effect of the central bank reform on the weighted index","numeric",TRUE,4
2098,"cbi_inc","Year of a reform that increased central bank independence","numeric",TRUE,3
2099,"cbi_ref","Year of a reform that affects the central bank independence","numeric",TRUE,3
2100,"cbi_reg","Whether the central bank is a regional organization","numeric",TRUE,3
2101,"cbie_board","Central Bank's governor and central bank board","numeric",TRUE,91
2102,"cbie_boardref","Central Bank's governor and central bank board reform","numeric",TRUE,3
2103,"cbie_cbiconstitution","Central bank independence in the constitution","numeric",TRUE,3
2104,"cbie_cwne","Index of central bank independence (Jácome and Vázquez, 2008)","numeric",TRUE,277
2105,"cbie_finances","Central Bank's Financial independence","numeric",TRUE,69
2106,"cbie_financesref","Central Bank's Financial independence reform","numeric",TRUE,3
2107,"cbie_gmt","Index of central bank independence (Grilli et al., 1991)","numeric",TRUE,17
2108,"cbie_index","Central Bank Independence Extended Index","numeric",TRUE,315
2109,"cbie_indexref","Central Bank Independence Extended Index reform","numeric",TRUE,3
2110,"cbie_lending","Central Bank's Limitations on lending to the government","numeric",TRUE,93
2111,"cbie_lendingref","Central Bank's Limitations on lending to the government reform","numeric",TRUE,3
2112,"cbie_lvau","Index of central bank independence (Cukierman et al., 1992)","numeric",TRUE,265
2113,"cbie_obj","Central Bank's Objectives","numeric",TRUE,6
2114,"cbie_objref","Central Bank's Objectives reform","numeric",TRUE,3
2115,"cbie_policy","Central Bank's Monetary policy and conflicts resolution","numeric",TRUE,37
2116,"cbie_policyref","Central Bank's Monetary policy and conflicts resolution reform","numeric",TRUE,3
2117,"cbie_report","Central Bank's Reporting and disclosure","numeric",TRUE,10
2118,"cbie_reportref","Central Bank's Reporting and disclosure reform","numeric",TRUE,3
2119,"ccp_buildsoc","Duty of the People is to Build Country in Constitution","numeric",TRUE,4
2120,"ccp_cc","Corruption Commission Present in Constitution","numeric",TRUE,4
2121,"ccp_childwrk","Limits on Child Work in Constitution","numeric",TRUE,5
2122,"ccp_civil","Meritocratic Recruitment of Civil Servants Mentioned in Constitution","numeric",TRUE,4
2123,"ccp_democ","Reference in Constitution to Democracy","numeric",TRUE,3
2124,"ccp_equal","Equality Before the Law Mentioned in Constitution","numeric",TRUE,4
2125,"ccp_freerel","Freedom of Religion in Constitution","numeric",TRUE,4
2126,"ccp_hr","Human Rights Commission Present in Constitution","numeric",TRUE,4
2127,"ccp_infoacc","Right to View Government Documents in Constitution","numeric",TRUE,4
2128,"ccp_initiat","Legislative Initiative Allowed","numeric",TRUE,5
2129,"ccp_market","Reference in Constitution to Capitalism","numeric",TRUE,4
2130,"ccp_marriage","Right to Marry in Constitution","numeric",TRUE,6
2131,"ccp_samesexm","Right to Same-Sex Marriages in Constitution","numeric",TRUE,4
2132,"ccp_slave","Status of Slavery in Constitution","numeric",TRUE,7
2133,"ccp_socialsm","Reference in Constitution to Socialism","numeric",TRUE,4
2134,"ccp_strike","Right to Strike in Constitution","numeric",TRUE,6
2135,"ccp_syst","New Constitutional System","numeric",TRUE,3
2136,"ccp_systyear","Year in which the Constitutional System was Promulgated","numeric",TRUE,113
2137,"ccp_taxes","Duty of People is to Pay Taxes in Constitution","numeric",TRUE,4
2138,"chga_demo","Democracy","numeric",TRUE,3
2139,"chga_hinst","Regime Institutions","numeric",TRUE,7
2140,"chisols_autend","Whether the autocratic regime ended in the year","numeric",TRUE,4
2141,"chisols_auttrans","Whether the autocracy type of the state changed in the year","numeric",TRUE,4
2142,"chisols_dem","Whether the state is democractic in the year","numeric",TRUE,4
2143,"chisols_demtrans","Whether the democracy type of the state changed in the year","numeric",TRUE,4
2144,"chisols_hybrid","Whether the state is a hybrid regime in the year","numeric",TRUE,4
2145,"chisols_indmil","Whether the state is an indirect military regime in the year","numeric",TRUE,4
2146,"chisols_mil","Whether the state is a military regime in the year","numeric",TRUE,4
2147,"chisols_mixed","Whether the state is mixed in the year","numeric",TRUE,4
2148,"chisols_mon","Whether the state is a monarchy in the year","numeric",TRUE,4
2149,"chisols_nonindep","Whether the state was not independent in the year","numeric",TRUE,3
2150,"chisols_olig","Whether the state is an oligarchy in the year","numeric",TRUE,4
2151,"chisols_other","Whether the state is not one of the other Geddes et al autocratic types in","numeric",TRUE,4
2152,"chisols_parl","Whether the state is parliamentary in the year","numeric",TRUE,4
2153,"chisols_per","Whether the state is a personalist regime in the year","numeric",TRUE,4
2154,"chisols_pres","Whether the state is presidential in the year","numeric",TRUE,4
2155,"chisols_regtrans","Whether the regime type of the state changed in the year","numeric",TRUE,3
2156,"chisols_solschange","Number of SOLS changes in the year","numeric",TRUE,5
2157,"chisols_sp","Whether the state is a single-party regime in the year","numeric",TRUE,4
2158,"chisols_totalldrtrans","Number of leader transitions in the year","numeric",TRUE,8
2159,"chisols_warlord","Whether the state is characterized by warlordism in the year","numeric",TRUE,4
2160,"ciri_assn","Freedom of Assembly and Association","numeric",TRUE,7
2161,"ciri_disap","Disappearance","numeric",TRUE,7
2162,"ciri_dommov","Freedom of Domestic Movement","numeric",TRUE,7
2163,"ciri_elecsd","Electoral Self-Determination","numeric",TRUE,6
2164,"ciri_empinx","Empowerment Index","numeric",TRUE,16
2165,"ciri_formov","Freedom of Foreign Movement","numeric",TRUE,7
2166,"ciri_injud","Independence of the Judiciary","numeric",TRUE,7
2167,"ciri_kill","Extrajudicial Killing","numeric",TRUE,7
2168,"ciri_physint","Physical Integrity Rights","numeric",TRUE,10
2169,"ciri_polpris","Political Imprisonment","numeric",TRUE,7
2170,"ciri_relfre","New Freedom of Religion","numeric",TRUE,7
2171,"ciri_speech","Freedom of Speech","numeric",TRUE,6
2172,"ciri_tort","Torture","numeric",TRUE,7
2173,"ciri_wecon","Women's Economic Rights","numeric",TRUE,8
2174,"ciri_wopol","Women's Political Rights","numeric",TRUE,8
2175,"ciri_worker","Workers' Rights","numeric",TRUE,7
2176,"ciri_wosoc","Women's Social Rights","numeric",TRUE,8
2177,"cpds_chg","Number of changes in government per year","numeric",TRUE,6
2178,"cpds_enps","Effective number of parties on the seats level","numeric",TRUE,519
2179,"cpds_enpv","Effective number of parties on the votes level","numeric",TRUE,528
2180,"cpds_frel","Electoral fractionalization of the party system (Rae index)","numeric",TRUE,529
2181,"cpds_frleg","Legislative fractionalization of the party system (Rae index)","numeric",TRUE,520
2182,"cpds_govlr","Cabinet composition (Schmidt index)","numeric",TRUE,6
2183,"cpds_govsup","Government support (seat share of all parties in government)","numeric",TRUE,845
2184,"cpds_la","Share of seats in parliament: agrarian","numeric",TRUE,91
2185,"cpds_lall","Share of seats in parliament: electoral alliance","numeric",TRUE,18
2186,"cpds_lcom","Share of seats in parliament: communist","numeric",TRUE,110
2187,"cpds_lcon","Share of seats in parliament: conservative","numeric",TRUE,249
2188,"cpds_le","Share of seats in parliament: ethnic","numeric",TRUE,78
2189,"cpds_lfe","Share of seats in parliament: feminist","numeric",TRUE,3
2190,"cpds_lg","Share of seats in parliament: green","numeric",TRUE,81
2191,"cpds_ll","Share of seats in parliament: liberal","numeric",TRUE,254
2192,"cpds_lls","Share of seats in parliament: left-socialist","numeric",TRUE,83
2193,"cpds_lmo","Share of seats in parliament: monarchist","numeric",TRUE,2
2194,"cpds_lnl","Share of seats in parliament: non-labelled","numeric",TRUE,4
2195,"cpds_lo","Share of seats in parliament: other","numeric",TRUE,75
2196,"cpds_lp","Share of seats in parliament: protest","numeric",TRUE,37
2197,"cpds_lpc","Share of seats in parliament: post-communist","numeric",TRUE,9
2198,"cpds_lpen","Share of seats in parliament: pensioners","numeric",TRUE,10
2199,"cpds_lper","Share of seats in parliament: personalist","numeric",TRUE,6
2200,"cpds_lr","Share of seats in parliament: right","numeric",TRUE,125
2201,"cpds_lreg","Share of seats in parliament: regionalist","numeric",TRUE,4
2202,"cpds_lrel","Share of seats in parliament: religious","numeric",TRUE,174
2203,"cpds_ls","Share of seats in parliament: social democratic","numeric",TRUE,301
2204,"cpds_tg","Type of Government","numeric",TRUE,8
2205,"cpds_va","Share of votes: agrarian","numeric",TRUE,103
2206,"cpds_vall","Share of votes: electoral alliance","numeric",TRUE,22
2207,"cpds_vcom","Share of votes: communist","numeric",TRUE,132
2208,"cpds_vcon","Share of votes: conservative","numeric",TRUE,236
2209,"cpds_ve","Share of votes: ethnic","numeric",TRUE,76
2210,"cpds_vfe","Share of votes: feminist","numeric",TRUE,3
2211,"cpds_vg","Share of votes: green","numeric",TRUE,89
2212,"cpds_vl","Share of votes: liberal","numeric",TRUE,278
2213,"cpds_vls","Share of votes: left-socialist","numeric",TRUE,95
2214,"cpds_vmo","Share of votes: monarchist","numeric",TRUE,3
2215,"cpds_vnl","Share of votes: non-labelled","numeric",TRUE,8
2216,"cpds_vo","Share of votes: other","numeric",TRUE,133
2217,"cpds_vp","Share of votes: protest","numeric",TRUE,45
2218,"cpds_vpcom","Share of votes: post-communist","numeric",TRUE,10
2219,"cpds_vpen","Share of votes: pensioners","numeric",TRUE,14
2220,"cpds_vper","Share of votes: personalist","numeric",TRUE,6
2221,"cpds_vr","Share of votes: right","numeric",TRUE,137
2222,"cpds_vreg","Share of votes: regionalist","numeric",TRUE,4
2223,"cpds_vrel","Share of votes: religious","numeric",TRUE,195
2224,"cpds_vs","Share of votes: social democratic","numeric",TRUE,300
2225,"cpds_vt","Voter turnout in election","numeric",TRUE,331
2226,"cri_contr","Number of awarded contracts above EUR 130,000","numeric",TRUE,348
2227,"cri_cvalue","Final value of awarded tenders of over EUR 130,000","numeric",TRUE,352
2228,"cri_foreign","Number of contracts won by a supplier registered at a foreign address","numeric",TRUE,250
2229,"cri_nocall","Share of contracts with no published call for tender red flag","numeric",TRUE,296
2230,"cri_nonopen","Share of contracts with non-open procedure red flag","numeric",TRUE,327
2231,"cri_singleb","Share of contracts with only one bid in total","numeric",TRUE,352
2232,"cri_taxhav","Share of contracts with tax haven red flag","numeric",TRUE,311
2233,"cses_pc","Close to Political Party","numeric",TRUE,200
2234,"cses_sd","Satisfaction with Democracy","numeric",TRUE,197
2235,"cspf_sfi","State Fragility Index","numeric",TRUE,27
2236,"dev_altv1","Electoral Volatility - Parties above 1%","numeric",TRUE,222
2237,"dev_othv1","Electoral Volatility - Parties below 1%","numeric",TRUE,153
2238,"dev_regv1","Electoral Volatility - Parties entering/exiting party system","numeric",TRUE,100
2239,"dev_tv1","Electoral Volatility - Total","numeric",TRUE,249
2240,"diat_ati","Accountability Transparency","numeric",TRUE,80
2241,"diat_iti","Information Transparency","numeric",TRUE,83
2242,"diat_ti","Transparency Index","numeric",TRUE,77
2243,"dr_eg","Economic Globalization","numeric",TRUE,8252
2244,"dr_ig","Index of Globalization","numeric",TRUE,8584
2245,"dr_pg","Political Globalization","numeric",TRUE,8549
2246,"dr_sg","Social Globalization","numeric",TRUE,8585
2247,"ef_bul","Built-up land footprint- Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6786
2248,"ef_carb","Carbon footprint - Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6818
2249,"ef_crop","Cropland footprint - Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6822
2250,"ef_ef","Total Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,8606
2251,"ef_fg","Fish footprint - Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6824
2252,"ef_for","Forest product footprint - Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6822
2253,"ef_gl","Grazing footprint - Ecological Footprint of Consumption (GHA per person)","numeric",TRUE,6819
2254,"egov_egov","E-Government Index","numeric",TRUE,1977
2255,"egov_epar","E-Participation Index","numeric",TRUE,575
2256,"egov_hci","Human Capital Index","numeric",TRUE,1490
2257,"egov_osi","Online Service Index","numeric",TRUE,1271
2258,"egov_tii","Telecommunication Infrastructure Index","numeric",TRUE,2030
2259,"epi_agr","Agriculture (0-100)","numeric",TRUE,155
2260,"epi_bdh","Biodiversity and Habitat (0-100)","numeric",TRUE,168
2261,"epi_cch","Climate Change (0-100)","numeric",TRUE,161
2262,"epi_ecs","Ecosystem Services (0-100)","numeric",TRUE,125
2263,"epi_eh","Environmental Health (0-100)","numeric",TRUE,160
2264,"epi_epi","Environmental Performance Index (0-100)","numeric",TRUE,148
2265,"epi_ev","Ecosystem Vitality (0-100)","numeric",TRUE,153
2266,"epi_fsh","Fisheries (0-100)","numeric",TRUE,116
2267,"epi_h2o","Sanitation and Drinking Water (0-100)","numeric",TRUE,159
2268,"epi_hmt","Heavy Metals (0-100)","numeric",TRUE,159
2269,"epi_wmg","Waste Management (0-100)","numeric",TRUE,155
2270,"epi_wrs","Water Resources (0-100)","numeric",TRUE,112
2271,"ess_happy","Subjective Happiness","numeric",TRUE,251
2272,"ess_health","Subjective Health","numeric",TRUE,251
2273,"ess_relig","Religiosity","numeric",TRUE,251
2274,"ess_trlegal","Trust in Legal System","numeric",TRUE,251
2275,"ess_trparl","Trust in Parliament","numeric",TRUE,251
2276,"ess_trpart","Trust in Political Parties","numeric",TRUE,229
2277,"ess_trpeople","Trust in Other People","numeric",TRUE,251
2278,"ess_trpolice","Trust in Police","numeric",TRUE,251
2279,"ess_trpolit","Trust in Politicians","numeric",TRUE,251
2280,"eu_demcnmigratn","Net migration plus statistical adjusted","numeric",TRUE,1883
2281,"eu_demd2janf","Population at 1st January, Female","numeric",TRUE,1952
2282,"eu_demd2janm","Population at 1st January, Male","numeric",TRUE,1952
2283,"eu_demd2jant","Population at 1st January, Total","numeric",TRUE,2085
2284,"eu_demd3dens","Population density, average population per square km","numeric",TRUE,330
2285,"eu_demdeathdf","Deaths - Female","numeric",TRUE,1790
2286,"eu_demdeathdm","Deaths - Male","numeric",TRUE,1780
2287,"eu_demdeathdt","Deaths - Total","numeric",TRUE,1914
2288,"eu_demfrate2","Fertility rate, Total","numeric",TRUE,213
2289,"eu_demgrownnat","Natural change of population","numeric",TRUE,1972
2290,"eu_demgrowt","Total population change","numeric",TRUE,2019
2291,"eu_demlbirthlf","Live births - Female","numeric",TRUE,1232
2292,"eu_demlbirthlm","Live births - Male","numeric",TRUE,1249
2293,"eu_demlbirthlt","Live births - Total","numeric",TRUE,2016
2294,"eu_demmawc","Mean age of woman at childbirth","numeric",TRUE,90
2295,"eu_demmlifexpf","Life expectancy in age < 1 year, Female","numeric",TRUE,172
2296,"eu_demmlifexpm","Life expectancy in age < 1 year, Male","numeric",TRUE,199
2297,"eu_demmlifexpt","Life expectancy in age < 1 year, Total","numeric",TRUE,179
2298,"eu_eco2gdpeurhab","GDP at current market prices, Euro per inhabitant","numeric",TRUE,413
2299,"eu_eco2gdpmioeur","GDP at current market prices, Million euro","numeric",TRUE,438
2300,"eu_edued256402f","Educational Attainment, 26-64 y, Level 0-2 (Female) % of population.","numeric",TRUE,403
2301,"eu_edued256402m","Educational Attainment, 26-64 y, Level 0-2 (Male) % of population.","numeric",TRUE,387
2302,"eu_edued256402t","Educational Attainment, 26-64 y, Level 0-2 (Total) % of population.","numeric",TRUE,397
2303,"eu_edued256434f","Educational Attainment, 26-64 years, Level 3-4 (Female)","numeric",TRUE,386
2304,"eu_edued256434m","Educational Attainment, 26-64 years, Level 3-4 (Male)","numeric",TRUE,399
2305,"eu_edued256434t","Educational Attainment, 26-64 years, Level 3-4 (Total)","numeric",TRUE,386
2306,"eu_edued256438f","Educational Attainment, 26-64 years, Level 3-8 (Female)","numeric",TRUE,403
2307,"eu_edued256438m","Educational Attainment, 26-64 years, Level 3-8 (Male)","numeric",TRUE,387
2308,"eu_edued256438t","Educational Attainment, 26-64 years, Level 3-8 (Total)","numeric",TRUE,397
2309,"eu_edued256458f","Educational Attainment, 26-64 years, Level 5-8 (Female)","numeric",TRUE,352
2310,"eu_edued256458m","Educational Attainment, 26-64 years, Level 5-8 (Male)","numeric",TRUE,301
2311,"eu_edued256458t","Educational Attainment, 26-64 years, Level 5-8 (Total)","numeric",TRUE,308
2312,"eu_edued303402f","Educational Attainment, 30-34 years old, Level 0-2 (Female)","numeric",TRUE,325
2313,"eu_edued303402m","Educational Attainment, 30-34 years old, Level 0-2 (Male)","numeric",TRUE,341
2314,"eu_edued303402t","Educational Attainment, 30-34 years old, Level 0-2 (Total)","numeric",TRUE,343
2315,"eu_edued303434f","Educational Attainment, 30-34 years old, Level 3-4 (Female)","numeric",TRUE,401
2316,"eu_edued303434m","Educational Attainment, 30-34 years old, Level 3-4 (Male)","numeric",TRUE,395
2317,"eu_edued303434t","Educational Attainment, 30-34 years old, Level 3-4 (Total)","numeric",TRUE,389
2318,"eu_edued303438f","Educational Attainment, 30-34 years old, Level 3-8 (Female)","numeric",TRUE,334
2319,"eu_edued303438m","Educational Attainment, 30-34 years old, Level 3-8 (Male)","numeric",TRUE,346
2320,"eu_edued303438t","Educational Attainment, 30-34 years old, Level 3-8 (Total)","numeric",TRUE,343
2321,"eu_edued303458f","Educational Attainment, 30-34 years old, Level 5-8 (Female)","numeric",TRUE,396
2322,"eu_edued303458m","Educational Attainment, 30-34 years old, Level 5-8 (Male)","numeric",TRUE,335
2323,"eu_edued303458t","Educational Attainment, 30-34 years old, Level 5-8 (Total)","numeric",TRUE,362
2324,"eu_edueleavf","Early leavers from education and training, 18-24 years old (Female)","numeric",TRUE,235
2325,"eu_edueleavm","Early leavers from education and training, 18-24 years old (Male)","numeric",TRUE,258
2326,"eu_edueleavt","Early leavers from education and training, 18-24 years old (Total)","numeric",TRUE,243
2327,"eu_edupttr13","Ratio of students to teachers and academic staff in ISCED levels 1 to 3","numeric",TRUE,85
2328,"eu_edupttr58","Ratio of students to teachers and academic staff in ISCED levels 5 to 8","numeric",TRUE,118
2329,"eu_edupttrearly","Ratio of students to teachers and staff in early childhood education","numeric",TRUE,102
2330,"eu_edurstterISCED02f","Population 15-64 with ISCED level 0-2 as % of total pop. (Female)","numeric",TRUE,282
2331,"eu_edurstterISCED02m","Population 15-64 with ISCED level 0-2 as % of total pop. (Male)","numeric",TRUE,274
2332,"eu_edurstterISCED02t","Population 15-64 with ISCED level 0-2 as % of total pop. (Total)","numeric",TRUE,270
2333,"eu_edurstterISCED34f","Population 15-64 with ISCED level 3-4 as % of total pop. (Female)","numeric",TRUE,277
2334,"eu_edurstterISCED34m","Population 15-64 with ISCED level 3-4 as % of total pop. (Male)","numeric",TRUE,295
2335,"eu_edurstterISCED34t","Population 15-64 with ISCED level 3-4 as % of total pop. (Total)","numeric",TRUE,279
2336,"eu_edurstterISCED58f","Population 15-64 with ISCED level 5-8 as % of total pop. (Female)","numeric",TRUE,267
2337,"eu_edurstterISCED58m","Population 15-64 with ISCED level 5-8 as % of total pop. (Male)","numeric",TRUE,238
2338,"eu_edurstterISCED58t","Population 15-64 with ISCED level 5-8 as % of total pop. (Total)","numeric",TRUE,249
2339,"eu_empict","Employed ICT specialists (% of total employment)","numeric",TRUE,59
2340,"eu_empy1524f","Employment rates: 15-24 Years, Female (percentage of active population)","numeric",TRUE,259
2341,"eu_empy1524m","Employment rates: 15-24 Years, Male (percentage of active population)","numeric",TRUE,257
2342,"eu_empy1524t","Employment rates: 15-24 Years, Total (percentage of active population)","numeric",TRUE,245
2343,"eu_empy1564f","Employment rates: 15-64 Years, Female (percentage of active population)","numeric",TRUE,235
2344,"eu_empy1564m","Employment rates: 15-64 Years, Male (percentage of active population)","numeric",TRUE,169
2345,"eu_empy1564t","Employment rates: 15-64 Years, Total (percentage of active population)","numeric",TRUE,206
2346,"eu_empy2064f","Employment rates: 20-64 Years, Female (percentage of active population)","numeric",TRUE,225
2347,"eu_empy2064m","Employment rates: 20-64 Years, Male (percentage of active population)","numeric",TRUE,154
2348,"eu_empy2064t","Employment rates: 20-64 Years, Total (percentage of active population)","numeric",TRUE,199
2349,"eu_empy2554f","Employment rates: 25-34 Years, Female (percentage of active population)","numeric",TRUE,190
2350,"eu_empy2554m","Employment rates: 25-34 Years, Male (percentage of active population)","numeric",TRUE,115
2351,"eu_empy2554t","Employment rates: 25-34 Years, Total (percentage of active population)","numeric",TRUE,149
2352,"eu_empy5564f","Employment rates: 55-64 Years, Female (percentage of active population)","numeric",TRUE,299
2353,"eu_empy5564m","Employment rates: 55-64 Years, Male (percentage of active population)","numeric",TRUE,267
2354,"eu_empy5564t","Employment rates: 55-64 Years, Total (percentage of active population)","numeric",TRUE,281
2355,"eu_headenththab","Dentists, per hundred thousand inhabitants","numeric",TRUE,532
2356,"eu_headentnr","Dentists, number","numeric",TRUE,523
2357,"eu_headentp","Dentists, inhabitants per dentist","numeric",TRUE,554
2358,"eu_heahbedcurhabp","Curative care beds in hospitals, inhabitants per curative care beds","numeric",TRUE,903
2359,"eu_heahbedcurnr","Curative care beds in hospitals, number","numeric",TRUE,877
2360,"eu_heahbedcurphthab","Curative care beds in hospitals, per hundred thousand inhabitants","numeric",TRUE,908
2361,"eu_heahbedhabp","Available beds in hospitals, inhabitants per bed","numeric",TRUE,1022
2362,"eu_heahbedlthabp","Long-term care beds (not psychiatric) in hospitals, inhabitant per bed","numeric",TRUE,583
2363,"eu_heahbedltnr","Long-term care beds (not psychiatric) in hospitals, number","numeric",TRUE,546
2364,"eu_heahbedltphthab","Long-term care beds (not psychiatric) in hospitals per 100,000 inhab.","numeric",TRUE,575
2365,"eu_heahbednr","Available beds in hospitals, number","numeric",TRUE,1012
2366,"eu_heahbedothhabp","Other beds in hospitals, inhabitants per bed","numeric",TRUE,390
2367,"eu_heahbedothnr","Other beds in hospitals, number","numeric",TRUE,355
2368,"eu_heahbedothphthab","Other beds in hospitals, per 100,000 inhabitants","numeric",TRUE,378
2369,"eu_heahbedphthab","Available beds in hospitals, per hundred thousand inhabitants","numeric",TRUE,1042
2370,"eu_heahbedpsyhabp","Psychiatric care beds in hospitals, inhabitants per bed","numeric",TRUE,969
2371,"eu_heahbedpsynr","Psychiatric care beds in hospitals, number","numeric",TRUE,887
2372,"eu_heahbedpsyphthab","Psychiatric care beds in hospitals, per 100,000 inhabitants","numeric",TRUE,939
2373,"eu_heamdochthab","Medical doctors, per 100,000 inhabitants","numeric",TRUE,708
2374,"eu_heamdocnr","Medical doctors, number","numeric",TRUE,704
2375,"eu_heamdocp","Medical doctors, inhabitants per doctor","numeric",TRUE,708
2376,"eu_heanurshthab","Professionally active nurses and midwives, per 100,000 inhabitants","numeric",TRUE,448
2377,"eu_heanursnr","Professionally active nurses and midwives, number","numeric",TRUE,445
2378,"eu_heanursp","Professionally active nurses and midwives, nnhabitants per nurse/midwive","numeric",TRUE,442
2379,"eu_heapharmhthab","Pharmacists, per 100,000 inhabitants","numeric",TRUE,560
2380,"eu_heapharmnr","Pharmacists, number","numeric",TRUE,555
2381,"eu_heapharmp","Pharmacists, inhabitants per pharmacist","numeric",TRUE,574
2382,"eu_imm118f","Number of immigrants aged less than 18, Female","numeric",TRUE,415
2383,"eu_imm118m","Number of immigrants aged less than 18, Male","numeric",TRUE,412
2384,"eu_imm118t","Number of immigrants aged less than 18, Total","numeric",TRUE,419
2385,"eu_imm1824f","Number of immigrants aged 18 to 24, Female","numeric",TRUE,409
2386,"eu_imm1824m","Number of immigrants aged 18 to 24, Male","numeric",TRUE,419
2387,"eu_imm1824t","Number of immigrants aged 18 to 24, Total","numeric",TRUE,419
2388,"eu_imm2534f","Number of immigrants aged 25 to 34, Female","numeric",TRUE,420
2389,"eu_imm2534m","Number of immigrants aged 25 to 34, Male","numeric",TRUE,420
2390,"eu_imm2534t","Number of immigrants aged 25 to 34, Total","numeric",TRUE,423
2391,"eu_imm3564f","Number of immigrants aged 35 to 64, Female","numeric",TRUE,418
2392,"eu_imm3564m","Number of immigrants aged 35 to 64, Male","numeric",TRUE,422
2393,"eu_imm3564t","Number of immigrants aged 35 to 64, Total","numeric",TRUE,423
2394,"eu_imm65f","Number of immigrants aged more than 65, Female","numeric",TRUE,381
2395,"eu_imm65m","Number of immigrants aged more than 65, Male","numeric",TRUE,383
2396,"eu_imm65t","Number of immigrants aged more than 65, Total","numeric",TRUE,407
