"p_name","state","center_lon","center_lat","turbine_count","total_capacity","avg_hub_height","year_built","avg_wind_speed","median_wind_speed","n_observations","state_name_lower"
"Grandview I","TX",-101.193924627119,35.2583746355932,118,211220,80,2014,NA,NA,NA,NA
"Grandview II (Colbeck's Corner)","TX",-101.100748294643,35.3303107857143,112,200480,80,2016,NA,NA,NA,NA
"Granite Reliable Power","NH",-71.3048447272727,44.7801667878788,33,99000,80,2012,NA,NA,NA,NA
"Grant County","MN",-95.8973504,45.8079831,10,20000,79,2010,NA,NA,NA,NA
"Grant Plains","OK",-97.674418203125,36.968323171875,64,147200,80,2016,NA,NA,NA,NA
"Grant Wind","OK",-97.6757688787879,36.9229543636364,66,151800,80,2016,NA,NA,NA,NA
"Gratiot","MI",-84.4474310983607,43.4259445081967,61,97600,100,2011,NA,NA,NA,NA
"Gratiot County","MI",-84.5240338333333,43.3910669444444,72,115200,100,2012,NA,NA,NA,NA
"Gratiot Farms","MI",-84.7848107719298,43.193245245614,57,142320,88.0526315789474,2020,NA,NA,NA,NA
"Gray County Wind Farm Montezuma)","KS",-100.382864882353,37.6102524941176,170,112200,65,2001,NA,NA,NA,NA
"Great Lakes Science Center","OH",-81.696793,41.506691,1,225,30,2006,NA,NA,NA,NA
"Great Pathfinder Wind","IA",-93.8832486129032,42.2178197258065,62,210800,98,2023,NA,NA,NA,NA
"Great Prairie Wind 1","TX",-101.499074640625,36.3137935625,128,360960,89,2022,NA,NA,NA,NA
"Great Prairie Wind 2","TX",-101.47927624,36.35617484,75,211500,89,2022,NA,NA,NA,NA
"Great Prairie Wind 3","OK",-101.316642,36.5268752222222,18,50760,89,2022,NA,NA,NA,NA
"Great Prairie Wind 3","TX",-101.532078089888,36.4415914606742,89,250980,89,2022,NA,NA,NA,NA
"Great River Energy Headquarters","MN",-93.435242,45.09507,1,225,30,2008,NA,NA,NA,NA
"Great Western","OK",-99.590826655914,36.1672503548387,93,225000,87.7903225806452,2016,NA,NA,NA,NA
"Green Energy Machine","IA",-94.75351,41.37022,1,1790,80,2016,NA,NA,NA,NA
"Green Mountain Power","VT",-72.9630632727273,42.8617633636364,11,6050,40,1997,NA,NA,NA,NA
"Green Pastures I","TX",-99.39286254,33.64448148,50,150000,92,2015,NA,NA,NA,NA
"Green Pastures II","TX",-99.51820618,33.65295668,50,150000,92,2015,NA,NA,NA,NA
"Green Providence Wind I","RI",-71.38443,41.787125,1,1500,58,2021,NA,NA,NA,NA
"Green Providence Wind II","RI",-71.3851435,41.787777,2,3000,58,2021,NA,NA,NA,NA
"Green River","IL",-89.5428702972973,41.6180919594595,74,194250,84,2019,NA,NA,NA,NA
"Greenfield Wind","IA",-94.488579,41.29052,1,1600,80,2012,NA,NA,NA,NA
"Greenfield Wind Farm","MT",-111.918499769231,47.7175759230769,13,29900,80,2016,NA,NA,NA,NA
"Greensburg","KS",-99.3438942,37.5498872,10,12500,72,2010,NA,NA,NA,NA
"Griffin Trail Wind","TX",-99.5763769875,33.61030845,80,225600,89,2021,NA,NA,NA,NA
"Groton","NH",-71.80639075,43.7616910833333,24,48000,78,2012,NA,NA,NA,NA
"Gruver Wind","OK",-101.4070944,36.5313868727273,55,155100,89,2022,NA,NA,NA,NA
"Guam Power Authority Wind Turbine","GU",144.722656,13.389381,1,275,55,2016,NA,NA,NA,NA
"Gulf Wind","TX",-97.5942738863636,26.9564158181818,44,105600,80,2009,NA,NA,NA,NA
"Gulf Wind Repower","TX",-97.561291472973,26.9815626486486,74,170200,80,2021,NA,NA,NA,NA
"Gunsight","TX",-101.448341149254,32.4863726567164,67,119930,80,2016,NA,NA,NA,NA
"Guthrie WWTP","OK",-97.435349,35.902508,1,100,37,2001,NA,NA,NA,NA
"H & S - Tehachapi","CA",-118.368387809524,35.0763143809524,21,1890,NA,1985,NA,NA,NA,NA
"Hackberry","TX",-99.4585796944444,32.7814996111111,72,165600,80,2008,NA,NA,NA,NA
"Hale Wind","TX",-101.650795757322,33.9500882887029,239,478000,92.652719665272,2019,NA,NA,NA,NA
"Half Hollow Nursery","NY",-72.570854,40.969059,1,100,NA,2010,NA,NA,NA,NA
"Hancock","ME",-68.1427980588235,44.7619192941176,17,51000,116.5,2016,NA,NA,NA,NA
"Hancock County Wind Farm","IA",-93.6824430743243,43.011948027027,148,100048,65,2002,NA,NA,NA,NA
"Happy Jack","WY",-104.994146714286,41.1398927857143,14,29400,79,2008,NA,NA,NA,NA
"Harbec Plastics","NY",-77.360939,43.226522,2,1100,47.5,2002,NA,NA,NA,NA
"Harbor Wind","TX",-97.4391503333333,27.8318085,6,9000,80,2012,NA,NA,NA,NA
"Hardin-Hilltop","IA",-94.3505927142857,42.0855784285714,7,14700,79,2007,NA,NA,NA,NA
"Hardscrabble","NY",-74.8950169459459,43.1435988648649,37,74000,100,2011,NA,NA,NA,NA
"Harpster Wind","OH",-83.228584,40.718292,1,1500,80,2016,NA,NA,NA,NA
"Harvest II","MI",-83.2080684242424,43.829539030303,33,59400,95,2012,NA,NA,NA,NA
"Harvest Wind Farm","MI",-83.20871065625,43.83788859375,32,52800,80,2008,NA,NA,NA,NA
"Harvest Wind Farm","WA",-120.307719162791,45.7912685813954,43,98900,80,2009,NA,NA,NA,NA
"Hasslebach Meats","OH",-82.572746,41.389515,1,100,NA,2010,NA,NA,NA,NA
"Hatchett Ridge","CA",-121.794056409091,40.8904067045455,44,101200,80,2010,NA,NA,NA,NA
"Haviland Wind Project","OH",-84.587995,41.0196913333333,3,4500,85,2012,NA,NA,NA,NA
"Hawi Renewable","HI",-155.8506718125,20.2563014375,16,10560,37,2006,NA,NA,NA,NA
"Hawkeye","IA",-92.0294632,42.9311481333333,15,37500,100,2012,NA,NA,NA,NA
"Hay Canyon","OR",-120.583892229167,45.5068988958333,48,100800,79,2009,NA,NA,NA,NA
"Haystack","NE",-97.1988786956522,42.2500489782609,46,230000,102.5,2022,NA,NA,NA,NA
"Headwaters","IN",-85.01431064,40.08429843,100,200000,95,2014,NA,NA,NA,NA
"Headwaters II","IN",-85.1736885909091,40.07623075,44,178800,105,2021,NA,NA,NA,NA
"Heart of Texas","TX",-99.42167628125,31.2406419375,64,179880,89.046875,2020,NA,NA,NA,NA
"Heartland Community College","IL",-89.018791,40.536694,1,1650,80,2012,NA,NA,NA,NA
"Heartland Divide","IA",-94.826412,41.7345095277778,36,86800,88,2018,NA,NA,NA,NA
"Heartland Divide Wind II","IA",-94.8874629722222,41.7964002083333,72,199400,88.125,2022,NA,NA,NA,NA
"Heartland Farms Wind","MI",-84.7069161805556,43.2272889444444,72,200400,89,2023,NA,NA,NA,NA
"Helena Wind","TX",-97.9406402121212,28.6192657272727,66,264000,105,2022,NA,NA,NA,NA
"Hereford 1","TX",-102.262970201923,34.7657763173077,104,199900,87.2115384615385,2014,NA,NA,NA,NA
"Heritage Flight","VT",-73.145996,44.463093,1,100,37,2009,NA,NA,NA,NA
"Heritage Garden","MI",-86.5429157857143,45.7996438571429,14,28000,90,2012,NA,NA,NA,NA
"Hidalgo","TX",-98.4478337733333,26.5016273333333,75,150000,80,2016,NA,NA,NA,NA
"Hidalgo II","TX",-98.39374696875,26.50699284375,64,150400,87,2016,NA,NA,NA,NA
"High Banks Wind Project","KS",-97.4627678755365,39.8293867639485,233,643440,110.703862660944,2023,NA,NA,NA,NA
"High Lonesome","NM",-105.961315625,34.467914375,40,99400,80,2009,NA,NA,NA,NA
"High Lonesome","TX",-101.927240295775,31.0997514014085,142,449935,84.5492957746479,2019,NA,NA,NA,NA
"High Lonesome Expansion","TX",-101.923350636364,31.1255079545455,22,50600,80,2020,NA,NA,NA,NA
"High Mesa","ID",-115.040187789474,42.8919361052632,19,39900,90,2012,NA,NA,NA,NA
"High Plains","WY",-106.011155409091,41.6750701515152,66,122100,80,2009,NA,NA,NA,NA
"High Plains Tech Center","OK",-99.428192,36.406456,1,100,NA,2010,NA,NA,NA,NA
"High Prairie","MO",-92.4692143085714,40.3632763714286,175,400000,92.1371428571429,2020,NA,NA,NA,NA
"High Sheldon","NY",-78.3937915466667,42.7440134,75,112500,80,2009,NA,NA,NA,NA
"High Winds","CA",-121.802868,38.1308894,90,162000,60,2003,NA,NA,NA,NA
"Highland I","IA",-95.5876292559242,43.0581259336493,211,495006,80,2015,NA,NA,NA,NA
"Highland II","IA",-95.586212,43.0665933333333,3,7038,80,2015,NA,NA,NA,NA
"Highland North","PA",-78.6784971,40.3218455666667,30,75000,100,2012,NA,NA,NA,NA
"Highland Wind Project","PA",-78.70028928,40.27493636,25,62500,80,2009,NA,NA,NA,NA
"HillTopper","IL",-89.3505350675676,40.0013276081081,74,185000,90,2018,NA,NA,NA,NA
"Hilltop Power","MN",-96.193085,43.9128,1,2000,80,2009,NA,NA,NA,NA
"Historic Victory Garden (Wind Stream)","CA",-118.381594553488,35.0689690837209,215,0,NA,1982,NA,NA,NA,NA
"Hodges Badge","RI",-71.254944,41.566422,1,250,30,2012,NA,NA,NA,NA
"Hog Creek","OH",-83.7150449,40.7894545,30,66000,95,2017,NA,NA,NA,NA
"Holcim - Paulding Wind Project","OH",-84.6128283333333,41.189889,3,4500,80,2019,NA,NA,NA,NA
"Holiday Hill Community Wind","MA",-72.871151,42.2126635,2,5000,90,2019,NA,NA,NA,NA
"Holy Name Catholic High School","MA",-71.783897,42.240891,1,600,50,2008,NA,NA,NA,NA
"Hometown WindPower Anoka","MN",-93.38369,45.22728,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Arlington","MN",-94.064896,44.612823,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Brownton","MN",-94.342155,44.733486,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Buffalo","MN",-93.835236,45.185966,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Chaska","MN",-93.579567,44.821636,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower East Grand Forks","MN",-96.987137,47.937672,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Faribault","MN",-93.291763,44.335976,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower North St. Paul","MN",-92.998383,45.011433,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Shakopee","MN",-93.499779,44.799507,1,160,23,2010,NA,NA,NA,NA
"Hometown WindPower Winthrop","MN",-94.359901,44.537868,1,160,23,2010,NA,NA,NA,NA
"Honda Plant","OH",-83.892563,40.4477025,2,3400,80,2013,NA,NA,NA,NA
"Hooper Bay","AK",-166.096542333333,61.535768,3,300,32,2008,NA,NA,NA,NA
"Hoopeston Wind","IL",-87.7766472857143,40.3943985306122,49,98000,95,2015,NA,NA,NA,NA
"Hoosac","MA",-73.032687631579,42.7229361052632,19,28500,65,2012,NA,NA,NA,NA
"Hoosier","IN",-87.2300562075472,40.7129712830189,53,106000,80,2009,NA,NA,NA,NA
"Hopkins Ridge II","WA",-117.80546,46.43259325,4,7200,67,2008,NA,NA,NA,NA
"Hopkins Ridge Wind Project","WA",-117.831502614458,46.4356321686747,83,149400,67,2005,NA,NA,NA,NA
"Horizon Hill Wind","OK",-97.5967705882353,35.9984808235294,34,201600,118.588235294118,2024,NA,NA,NA,NA
"Horse Butte","ID",-111.73945378125,43.404834625,32,57600,80,2012,NA,NA,NA,NA
"Horse Creek Wind","TX",-99.5414586,33.35810393,100,230000,80,2016,NA,NA,NA,NA
"Horse Hollow Expansion","TX",-100.024704,32.2431985,2,3000,80,2017,NA,NA,NA,NA
"Horse Hollow II","TX",-100.1093295,32.2463093769231,130,299000,80,2017,NA,NA,NA,NA
"Horse Hollow III","TX",-100.276065073826,32.2760832281879,149,223500,80,2017,NA,NA,NA,NA
"Horse Hollow Wind Energy Center","TX",-100.05079485,32.2246850357143,140,210000,80,2017,NA,NA,NA,NA
"Horseshoe Bend","OR",-120.006485034483,45.58109325,116,319000,85,2012,NA,NA,NA,NA
"Horseshoe Bend/ranch pit","MT",-111.43787,47.5005093333333,6,9000,80,2006,NA,NA,NA,NA
"Howard","NY",-77.5369561851852,42.3127161481481,27,55350,78.5555555555556,2011,NA,NA,NA,NA
"Hubbard","TX",-96.8526710740741,31.7434116018519,108,301360,89.9074074074074,2021,NA,NA,NA,NA
"Huerfano River","CO",-104.830576,37.7751505,4,8000,103,2013,NA,NA,NA,NA
"Hull Wind Phase II","MA",-70.856598,42.261192,1,1800,60,2006,NA,NA,NA,NA
"Huron Schools","OH",-82.585579,41.40416,1,100,NA,2010,NA,NA,NA,NA
"Hyannis Country Garden","MA",-70.310799,41.651291,1,100,37,2008,NA,NA,NA,NA
"IBEW local 103","MA",-71.0541,42.304691,1,100,39,2005,NA,NA,NA,NA
"IDGWP","IA",-94.1408333333333,43.0349016666667,3,2250,50,1998,NA,NA,NA,NA
"Ida Grove","IA",-95.4168661567164,42.313728738806,134,301060,80,2016,NA,NA,NA,NA
"Ida Grove II","IA",-95.4718227777778,42.4144581851852,81,202360,88.1111111111111,2019,NA,NA,NA,NA
"Illinois Rural Electric Cooperative","IL",-90.846191,39.618793,1,1650,70,2005,NA,NA,NA,NA
"Inadale (Roscoe IV)","TX",-100.581184472081,32.5075381319797,197,197000,69,2009,NA,NA,NA,NA
"Independence Wind Farm","IA",-91.53104435,42.409203,20,55360,88.1,2021,NA,NA,NA,NA
"Indian Mesa","TX",-102.195567144,30.942637616,125,82500,50,2001,NA,NA,NA,NA
"Indian Mesa / Aeolus","TX",-101.327888,36.472694,1,3000,80,2003,NA,NA,NA,NA
"Indiana Crossroads","IN",-86.8850297183099,40.6864533098592,71,298200,105,2021,NA,NA,NA,NA
"Indiana Crossroads II","IN",-87.0263988095238,40.8151601904762,42,201600,105,2023,NA,NA,NA,NA
"Inertia Wind Project","TX",-99.5602628703704,33.1821357592593,108,301260,111.453703703704,2023,NA,NA,NA,NA
"Inland Empire Utility Agency","CA",-117.52639,34.084896,1,1000,55,2011,NA,NA,NA,NA
"Intrepid","IA",-95.3138397850467,42.5187034953271,107,160500,65,2004,NA,NA,NA,NA
"Intrepid Expansion","IA",-95.3629888666667,42.5499364,15,15000,69,2005,NA,NA,NA,NA
"Iowa Lakes Community College","IA",-94.81562,43.385403,1,1650,70,2005,NA,NA,NA,NA
"Iowa Lakes Lakota Wind","IA",-94.135837,43.3764582857143,7,10500,80,2009,NA,NA,NA,NA
"Iowa Lakes Superior Wind","IA",-94.9805352857143,43.4459637142857,7,10500,80,2009,NA,NA,NA,NA
"Iowa State Fair Wind Project","IA",-93.548897,41.595093,1,660,50,2007,NA,NA,NA,NA
"Ipswich","MA",-70.841103,42.716091,1,1600,80,2011,NA,NA,NA,NA
"Ipswich II","MA",-70.846397,42.717293,1,2000,80,2012,NA,NA,NA,NA
"Irish Creek Wind","KS",-96.4936251666667,39.6764770740741,108,299360,88.1666666666667,2021,NA,NA,NA,NA
"Iron Star","KS",-100.014355758065,37.652619016129,62,297600,108,2021,NA,NA,NA,NA
"Ironwood I","KS",-99.7622795890411,37.8142681506849,73,167900,80,2012,NA,NA,NA,NA
"Isabella I & II","MI",-84.8569446176471,43.6921504852941,136,383520,111.242647058824,2021,NA,NA,NA,NA
"Ivester","IA",-92.940307,42.3416684857143,35,90825,84.2857142857143,2018,NA,NA,NA,NA
"JD Wind 10","TX",-101.8022525,35.961395,8,10000,72,2008,NA,NA,NA,NA
"JD Wind 11","TX",-101.98184025,35.814881375,8,10000,74.5,2009,NA,NA,NA,NA
"JD Wind 4","TX",-101.375427605263,36.3924962894737,38,79800,79,2008,NA,NA,NA,NA
"JD Wind 7","TX",-101.857353125,35.99852,8,10000,74.5,2009,NA,NA,NA,NA
"JD Wind 8","TX",-101.89081575,36.026405875,8,10000,74.5,2009,NA,NA,NA,NA
"JD Wind 9","TX",-101.994382714286,35.8094345714286,7,8750,72,2008,NA,NA,NA,NA
"JD Wind Phase V","TX",-101.868602875,36.445496,8,10000,73,2006,NA,NA,NA,NA
"JD Wind VI","TX",-101.8140525,36.466994,8,10000,72,2007,NA,NA,NA,NA
"JJN Wind Farm","MN",-96.391891,44.280891,1,1500,70,2004,NA,NA,NA,NA
"Javelina","TX",-98.9885991587302,27.3347443015873,126,249690,92.7777777777778,2015,NA,NA,NA,NA
"Javelina II","TX",-98.91709154,27.45936196,100,200000,92.74,2016,NA,NA,NA,NA
"Jayhawk","KS",-95.0049905714286,37.6994475428571,70,197400,114,2021,NA,NA,NA,NA
"Jeffers","MN",-95.25642975,44.0565136,20,50000,80,2008,NA,NA,NA,NA
"Jericho Mountain","NH",-71.2228026,44.4685892,5,14250,85,2015,NA,NA,NA,NA
"Jericho Rise","NY",-74.0965711621622,44.8830825135135,37,77700,93,2016,NA,NA,NA,NA
"Jersey Atlantic Wind Farm","NJ",-74.44834,39.3819724,5,7500,80,2005,NA,NA,NA,NA
"Jett Creek","OR",-117.2682754,44.425554,5,10000,80,2017,NA,NA,NA,NA
"Jiminy Peak Ski Resort","MA",-73.292801,42.543793,1,1500,80,2007,NA,NA,NA,NA
"Jordan Creek","IN",-87.4422263767123,40.4080157465753,146,390640,88.4520547945205,2020,NA,NA,NA,NA
"Judith Gap","MT",-109.751136911111,46.5702060333333,90,135000,80,2005,NA,NA,NA,NA
"Jumbo Hill","TX",-102.940894087719,32.3945415438596,57,160740,89,2020,NA,NA,NA,NA
"Jumbo Road","TX",-102.249313475309,34.7122652469136,162,299700,80,2015,NA,NA,NA,NA
"Junction Hilltop Wind","IA",-94.2690324,42.098493,5,8000,80,2012,NA,NA,NA,NA
"Juniper Canyon","WA",-120.217843746032,45.9170637619048,63,151200,80,2011,NA,NA,NA,NA
"KODE Novus II","OK",-101.452021,36.6042829,10,20000,80,2012,NA,NA,NA,NA
"Kaheawa (Maalaea)","HI",-156.5505264,20.81413625,20,30000,55,2006,NA,NA,NA,NA
"Kaheawa Wind II","HI",-156.535833,20.7946613571429,14,21000,65,2012,NA,NA,NA,NA
"Kahuku","HI",-157.97470475,21.6809635,12,30000,80,2011,NA,NA,NA,NA
"Kalamazoo Valley Community College","MI",-85.68367,42.225143,1,0,NA,Inf,NA,NA,NA,NA
"Karankawa","TX",-97.7494613709677,28.1381705241935,124,307460,89.25,2019,NA,NA,NA,NA
"Karen Avenue Windfarm","CA",-116.55904775,33.92097375,12,11700,48.25,1994,NA,NA,NA,NA
"Kas Farms","MN",-96.113968,44.0123155,2,1500,55,2001,NA,NA,NA,NA
"Kasigluk","AK",-162.51328,60.8704743333333,3,300,37,2006,NA,NA,NA,NA
"Kawailoa Wind","HI",-158.0419235,21.608477,30,69000,99.5,2012,NA,NA,NA,NA
"Kay Wind","OK",-97.1758785769231,36.9461162076923,130,299000,80,2015,NA,NA,NA,NA
"Keechi","TX",-98.1640874181818,33.1485104909091,55,110000,95,2015,NA,NA,NA,NA
"Keenan II","OK",-99.5048952121212,36.2768105606061,66,151800,80,2010,NA,NA,NA,NA
"Kelly Creek","IL",-88.1929622173913,40.9777225543478,92,184000,80,2016,NA,NA,NA,NA
"Kenston School District","OH",-81.305298,41.39389,1,750,65,2012,NA,NA,NA,NA
"Kibby Mountain II","ME",-70.5664086818182,45.3352278636364,22,66000,80,2010,NA,NA,NA,NA
"Kibby Mountain, phase I","ME",-70.5351264090909,45.3930683636364,22,66000,80,2009,NA,NA,NA,NA
"Kimball Wind Farm","NE",-103.709990166667,41.29487325,12,30000,90,2018,NA,NA,NA,NA
"King Creek 1","TX",-99.4262299583333,33.2462640208333,96,396600,99.7239583333333,2022,NA,NA,NA,NA
"King Mtn. Wind Ranch","TX",-102.213112490654,31.2436155514019,214,278200,60,2001,NA,NA,NA,NA
"King Plains","OK",-97.4508122045455,36.3951998068182,88,248160,89,2020,NA,NA,NA,NA
"Kingdom Community Wind","VT",-72.4250357619048,44.7505946190476,21,63000,84,2012,NA,NA,NA,NA
"Kingfisher Wind","OK",-97.8603696216216,35.7312119932432,148,296000,80,2015,NA,NA,NA,NA
"Kingman","AZ",-114.0678696,35.145736,5,10000,78,2011,NA,NA,NA,NA
"Kingman Wind Energy Center","KS",-98.2707729666667,37.5561645166667,120,206550,80,2016,NA,NA,NA,NA
"Kings Point","MO",-94.0485285942029,37.2845608405797,69,149400,121.652173913043,2021,NA,NA,NA,NA
"Kingston","MA",-70.715897,41.97879,1,2000,80,2012,NA,NA,NA,NA
"Kirkwood Community College","IA",-91.650894,41.916592,1,2500,80,2012,NA,NA,NA,NA
"Kit Carson Project","CO",-102.328846205882,39.3679166470588,34,51000,80,2010,NA,NA,NA,NA
"Klondike I","AK",-149.432159,60.126122,1,1500,65,2001,NA,NA,NA,NA
"Klondike I","OR",-120.550460875,45.5647173125,16,24000,65,2001,NA,NA,NA,NA
"Klondike II","OR",-120.58114102,45.58252478,50,80000,80,2005,NA,NA,NA,NA
"Klondike III","OR",-120.562799645161,45.5790185564516,124,221200,80,2007,NA,NA,NA,NA
"Klondike IIIA","OR",-120.560810769231,45.5588536538462,52,78000,80,2008,NA,NA,NA,NA
"Kodiak Island Wind Project","AK",-152.443277666667,57.786765,3,4500,80,2009,NA,NA,NA,NA
"Kossuth","IA",-94.0988197321429,42.99165,56,152200,87.2321428571429,2020,NA,NA,NA,NA
"Kossuth County Wind","IA",-94.1122923333333,43.0296989583333,24,67080,89,2022,NA,NA,NA,NA
"Kotzebue Wind Project","AK",-162.560236666667,66.835106,3,1900,58.8333333333333,2002,NA,NA,NA,NA
"Kotzebue Wind Project Phase I","AK",-162.557378,66.8392055,6,390,30.5,1997,NA,NA,NA,NA
"Kotzebue Wind Project Phases II & III","AK",-162.557373,66.838222,5,250,24,1999,NA,NA,NA,NA
"Kotzubue Wind Project","AK",-162.559331333333,66.8364053333333,3,195,30.5,2006,NA,NA,NA,NA
"Kumeyaay Phase I","CA",-116.33858424,32.71703076,25,50000,67,2005,NA,NA,NA,NA
"LLC 1","IL",-88.387367,39.417534,1,0,NA,2011,NA,NA,NA,NA
"LLC 2","IL",-88.386681,39.4182815,2,200,NA,2012,NA,NA,NA,NA
"LWSC Wind Turbine","MA",-70.956688,42.45269,1,600,58,2014,NA,NA,NA,NA
"La Chalupa","TX",-97.5070274909091,26.2456570727273,55,173250,87.5,2021,NA,NA,NA,NA
"La Joya","NM",-105.662831460526,34.6088469210526,76,212800,89,2021,NA,NA,NA,NA
"La Joya II","NM",-105.689985228571,34.5995194285714,35,91875,93,2021,NA,NA,NA,NA
"Lac qui Parle Valley School","MN",-96.056168,45.073418,1,230,37,1997,NA,NA,NA,NA
"Lacy Creek","TX",-101.28286,31.679705,1,2520,114,2022,NA,NA,NA,NA
"Lacy Creek Wind Project (Edmondson Ranch Wind Energy)","TX",-101.292115252336,31.7266550560748,107,298740,114,2022,NA,NA,NA,NA
"Lake Benton I","MN",-96.379005971223,44.3267116115108,139,104250,53,1998,NA,NA,NA,NA
"Lake Benton II Repower","MN",-96.1614155681818,44.1496984545455,44,100200,89.0909090909091,2019,NA,NA,NA,NA
"Lake Palmdale","CA",-118.118286,34.555897,1,950,NA,2004,NA,NA,NA,NA
"Lake Region State College Wind Turbine","ND",-98.888092,48.166393,1,1600,80,2013,NA,NA,NA,NA
"Lake Winds","MI",-86.3533125357143,43.8688727857143,56,100800,95,2012,NA,NA,NA,NA
"Lakefield","MN",-95.1404856058394,43.6721728467153,137,205500,80,2011,NA,NA,NA,NA
"Lakeshore Technical College","WI",-87.756795,43.9262263333333,3,100,NA,2004,NA,NA,NA,NA
"Lakeswind","MN",-96.23815296875,46.7136091875,32,48000,80,2014,NA,NA,NA,NA
"Lakeview Ridge","MN",-96.450592,44.520393,1,900,72,2001,NA,NA,NA,NA
"Lakota Ridge","MN",-96.4356447333333,44.3841118,15,12250,56.8666666666667,1999,NA,NA,NA,NA
"Lakota Wind","MN",-94.450962,43.571449,2,1900,70,2005,NA,NA,NA,NA
"Lalamilo Wells Repowering","HI",-155.7657898,19.9874356,5,3300,37,2017,NA,NA,NA,NA
"Lamar III","CO",-102.650894,37.362293,1,1500,80,2004,NA,NA,NA,NA
"Lamar Municipal","CO",-102.5335275,38.032696,4,6000,80,2004,NA,NA,NA,NA
"Langdon","ND",-98.3041930886076,48.618159556962,79,126420,80,2007,NA,NA,NA,NA
"Langdon - OTP","ND",-98.2489018518519,48.7130514074074,27,40500,80,2008,NA,NA,NA,NA
"Langdon II","ND",-98.2914612962963,48.6313604444444,27,43740,80,2008,NA,NA,NA,NA
"Langford","TX",-100.6635945,31.12417291,100,160000,80,2009,NA,NA,NA,NA
"Laredo Ridge","NE",-98.0221596296296,41.879491037037,54,81000,80,2011,NA,NA,NA,NA
"Las Lomas","TX",-99.0367941875,26.7104101041667,48,201600,110,2020,NA,NA,NA,NA
"Las Majadas","TX",-97.545345888,26.364847288,125,273600,91.328,2020,NA,NA,NA,NA
"Latigo","UT",-109.385004,37.8940695555556,27,62100,80,2016,NA,NA,NA,NA
"Laurel","IA",-92.98377525,41.8917905192308,52,123280,80,2011,NA,NA,NA,NA
"Laurel Hill","PA",-77.0300986333333,41.5319773,30,69000,80,2012,NA,NA,NA,NA
"Laurel Mountain","WV",-79.8869454262295,39.0007782459016,61,100600,80,2011,NA,NA,NA,NA
"Leaning Juniper","OR",-120.209766447761,45.6524594925373,67,109200,80,2006,NA,NA,NA,NA
"Leaning Juniper II","OR",-120.185577470085,45.6217236239316,117,201300,80,2011,NA,NA,NA,NA
"Ledyard Windpower","IA",-94.1077157608696,43.4404955652174,46,207000,105,2022,NA,NA,NA,NA
"Lee/DeKalb","IL",-88.8853405241379,41.8119599655172,145,217500,80,2009,NA,NA,NA,NA
"Lempster","NH",-72.1453654166667,43.2338315833333,12,24000,78,2008,NA,NA,NA,NA
"Lenox Municipal Utilities","IA",-94.538094,40.896694,1,750,55,2003,NA,NA,NA,NA
"Lime Wind","OR",-117.272731833333,44.3969091666667,6,3000,40,2011,NA,NA,NA,NA
"Limestone Wind","TX",-96.6705577209302,31.8251085697674,86,292400,117,2022,NA,NA,NA,NA
"Limon I","CO",-103.64199904,39.396270128,125,200000,80,2012,NA,NA,NA,NA
"Limon II","CO",-103.564749496,39.334902016,125,200000,80,2012,NA,NA,NA,NA
"Limon III","CO",-103.396275279661,39.3543893050847,118,200600,85,2014,NA,NA,NA,NA
"Lincoln County","MN",-96.450485,44.524673,1,900,70.5,2003,NA,NA,NA,NA
"Lincoln Electric","OH",-81.525696,41.58469,1,2500,85,2011,NA,NA,NA,NA
"Lincoln Land","IL",-90.0627269906542,39.6968335981308,107,301740,114,2021,NA,NA,NA,NA
"Lincoln Wind Energy Facility","NE",-96.6248245,40.903761,2,1320,65,1998,NA,NA,NA,NA
"Lindahl","ND",-102.967854546667,48.5260877333333,75,150000,80,2017,NA,NA,NA,NA
"Linden","WA",-120.78347012,45.74429388,25,50000,78.5,2010,NA,NA,NA,NA
"Little Blue Wind","NE",-98.6566729767442,40.2573748255814,86,221200,84.7093023255814,2021,NA,NA,NA,NA
"Little Cedar","IA",-92.760696,43.384392,1,1500,85,2011,NA,NA,NA,NA
"Little Elk","OK",-98.9066574324324,35.1978266486487,37,74000,80,2015,NA,NA,NA,NA
"Live Oak","TX",-100.653569236842,31.0392044868421,76,199500,85,2018,NA,NA,NA,NA
"Llano Estacado Wind Ranch at Texico","NM",-103.056976,34.360142,1,660,65,1999,NA,NA,NA,NA
"Llano Estacado Wind Ranch at Texico II","NM",-103.0558735,34.3574525,2,1320,65,2003,NA,NA,NA,NA
"Llano Estacado Wind Ranch at White Deer","TX",-101.2300212,35.466837675,80,80000,69,2001,NA,NA,NA,NA
"Lockett","TX",-99.2508529866667,34.08009024,75,183750,89,2019,NA,NA,NA,NA
"Locust Ridge","PA",-76.3011022307692,40.8151103076923,13,26000,78,2006,NA,NA,NA,NA
"Locust Ridge II","PA",-76.1842669803922,40.8417419019608,51,102000,78,2009,NA,NA,NA,NA
